No_of_Rooms,Unit_Type,Property_Category,Locality,Price_INR,Area_sqft,Furnishing_Status,Has_Pool,Has_Gym,Has_Parking,Has_Lift,Close_to_Hospital,Power_Backup,Kids_Play_Area,Price_per_sqft
3.0,BHK,Flat,Serilingampally,65000,2070,areaSemi furnished,Yes,Yes,No,Yes,No,No,No,31.40096618357488
2.0,BHK,Villa,Madeenaguda,38000,1245,areaSemi furnished,Yes,Yes,No,Yes,No,No,No,30.522088353413654
3.0,BHK,Flat,Himayath Nagar,40000,1650,areaSemi furnished,No,No,Yes,No,No,No,No,24.242424242424242
3.0,BHK,Flat,Narayanguda,38000,1650,areaSemi furnished,No,No,Yes,No,No,No,No,23.03030303030303
3.0,BHK,Flat,Himayath Nagar,34000,1600,areaSemi furnished,No,No,Yes,No,No,No,No,21.25
3.0,BHK,Flat,Nallakunta,32000,1650,areaSemi furnished,No,No,Yes,No,No,No,No,19.393939393939394
2.0,BHK,Flat,Nallakunta,25500,1100,areaSemi furnished,No,No,Yes,No,No,No,No,23.181818181818183
3.0,BHK,Flat,Nallakunta,36000,1750,areaSemi furnished,No,No,No,No,No,No,No,20.571428571428573
3.0,BHK,Flat,Himayath Nagar,34000,1700,areaSemi furnished,No,No,No,No,No,No,No,20.0
3.0,BHK,Flat,Amberpet,28000,2000,areaSemi furnished,No,No,No,Yes,No,Yes,No,14.0
2.0,BHK,Flat,Madeenaguda,36000,1245,areaSemi furnished,Yes,Yes,No,Yes,No,No,No,28.91566265060241
4.0,BHK,Flat,Kondapur,150000,3000,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,50.0
3.0,BHK,Flat,Kokapet,60000,2480,areaSemi furnished,Yes,Yes,No,Yes,No,No,No,24.193548387096776
3.5,BHK,Flat,Kondapur,70000,1965,areaSemi furnished,No,No,Yes,No,No,No,No,35.6234096692112
3.0,BHK,Flat,Nallagandla,40012,2250,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,17.78311111111111
3.0,BHK,Flat,Rai Durg,220000,2680,areaFully furnished,Yes,Yes,Yes,Yes,No,No,No,82.08955223880596
3.0,BHK,Flat,Kokapet,60000,2050,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,29.26829268292683
3.0,BHK,Flat,Rai Durg,220000,2680,areaSemi furnished,Yes,No,Yes,No,No,No,No,82.08955223880596
3.0,BHK,Flat,Banjara Hills,70009,2475,areaSemi furnished,Yes,Yes,No,No,No,No,No,28.286464646464648
3.0,BHK,Flat,Kokapet,78000,2600,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,30.0
2.0,BHK,Flat,Rai Durg,45010,1621,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,27.766810610734115
4.0,BHK,Independent,Kokapet,700000,10000,areaSemi furnished,No,No,No,No,No,Yes,No,70.0
4.0,BHK,Flat,Rai Durg,275000,5000,areaSemi furnished,No,No,No,No,No,No,No,55.0
3.0,BHK,Flat,Banjara Hills,53000,2625,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,20.19047619047619
2.5,BHK,Flat,Serilingampally,46500,1500,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,31.0
2.0,BHK,Flat,Jubilee Hills,39000,1209,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,32.25806451612903
2.0,BHK,Flat,Narsingi,40000,1209,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,33.085194375516956
2.5,BHK,Flat,Kondapur,45000,1413,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,31.84713375796178
4.0,BHK,Flat,Kokapet,140000,3070,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,45.60260586319218
3.0,BHK,Flat,Miyapur,46000,1685,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,27.299703264094955
3.0,BHK,Flat,Miyapur,112000,2750,areaFully furnished,Yes,Yes,No,No,No,No,No,40.72727272727273
3.0,BHK,Flat,Miyapur,30500,1800,areaSemi furnished,No,No,Yes,Yes,No,Yes,No,16.944444444444443
3.0,BHK,Flat,Miyapur,67000,2381,areaSemi furnished,Yes,Yes,No,No,No,No,No,28.139437211255775
4.0,BHK,Flat,Kondapur,120000,2580,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,46.51162790697674
3.0,BHK,Flat,Madeenaguda,40000,2150,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,18.6046511627907
3.0,BHK,Independent,Hitech City,55000,2200,areaSemi furnished,No,No,Yes,Yes,No,No,No,25.0
2.5,BHK,Flat,Amberpet,45000,1500,areaFully furnished,Yes,Yes,Yes,Yes,No,No,No,30.0
2.0,BHK,Flat,Kokapet,39000,1243,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,31.375703942075624
2.0,BHK,Flat,Gachibowli,40000,1216,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,32.89473684210526
2.5,BHK,Flat,LB Nagar,46000,1501,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,30.646235842771485
2.0,BHK,Flat,Miyapur,50000,1604,areaSemi furnished,Yes,Yes,No,No,No,No,No,31.17206982543641
3.0,BHK,Flat,Miyapur,75000,1880,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,39.8936170212766
3.0,BHK,Flat,Miyapur,40000,2250,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,17.77777777777778
3.0,BHK,Flat,Miyapur,50015,2123,areaSemi furnished,Yes,Yes,No,No,No,No,No,23.55864342910975
2.0,BHK,Flat,Miyapur,40000,1240,areaSemi furnished,No,No,Yes,No,No,No,No,32.25806451612903
3.0,BHK,Flat,Financial District,70000,2475,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,28.282828282828284
3.0,BHK,Flat,Gachibowli,30000,1850,areaFully furnished,No,No,No,No,No,No,No,16.216216216216218
2.0,BHK,Flat,Kothapet,23000,1100,areaSemi furnished,No,No,Yes,Yes,No,No,No,20.90909090909091
3.0,BHK,Flat,LB Nagar,26000,1500,areaSemi furnished,No,No,Yes,No,No,Yes,No,17.333333333333332
2.0,BHK,Flat,Miyapur,19000,1200,areaSemi furnished,No,No,Yes,No,No,No,No,15.833333333333334
2.0,BHK,Flat,Nacharam,24011,1431,areaSemi furnished,Yes,Yes,No,No,No,No,No,16.77917540181691
2.0,BHK,Flat,Hafeezpet,40000,1719,areaSemi furnished,Yes,Yes,No,No,No,No,No,23.26934264107039
2.0,BHK,Flat,Tarnaka,23000,1100,areaSemi furnished,No,No,Yes,No,No,No,No,20.90909090909091
4.0,BHK,Villa,Hafeezpet,200000,4600,areaSemi furnished,No,No,No,No,No,No,No,43.47826086956522
3.0,BHK,Flat,Nacharam,32011,1925,areaSemi furnished,Yes,Yes,No,No,No,No,No,16.62909090909091
3.0,BHK,Flat,Tarnaka,23000,1650,areaSemi furnished,No,No,Yes,No,No,No,No,13.93939393939394
3.0,BHK,Flat,Khaja Guda,70000,3000,areaSemi furnished,Yes,Yes,No,No,No,No,No,23.333333333333332
2.0,BHK,Flat,Nallagandla,45022,1719,areaSemi furnished,Yes,Yes,No,No,No,No,No,26.190808609656777
3.0,BHK,Flat,Kukatpally,52009,2119,areaSemi furnished,Yes,Yes,No,No,No,No,No,24.544124587069373
3.0,BHK,Flat,Kothaguda,60012,2313,areaFully furnished,Yes,Yes,No,No,No,No,No,25.945525291828794
4.0,BHK,Flat,Manchirevula,180014,4166,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,43.210273643783005
3.0,BHK,Flat,Kondapur,65010,2625,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,24.765714285714285
3.0,BHK,Flat,Osman Nagar,55011,2300,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,23.91782608695652
3.0,BHK,Flat,Narsingi,50013,2819,areaSemi furnished,Yes,Yes,No,No,No,No,No,17.741397658744237
4.0,BHK,Flat,Hitech City,78000,4500,areaSemi furnished,Yes,Yes,No,No,No,No,No,17.333333333333332
3.0,BHK,Flat,Narsingi,70000,2188,areaSemi furnished,Yes,Yes,No,No,No,No,No,31.992687385740403
3.0,BHK,Flat,Serilingampally,75010,2248,areaFully furnished,Yes,Yes,No,No,No,No,No,33.36743772241993
3.0,BHK,Flat,Financial District,65012,2425,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,26.809072164948454
2.5,BHK,Flat,Kondapur,65000,2013,areaSemi furnished,Yes,Yes,No,No,No,No,No,32.290114257327375
2.5,BHK,Flat,Nallagandla,60017,2063,areaFully furnished,Yes,Yes,Yes,Yes,No,No,No,29.09209888511876
4.0,BHK,Flat,Shaikpet,250000,5219,areaFully furnished,Yes,Yes,Yes,Yes,No,No,No,47.90189691511784
3.0,BHK,Flat,Kokapet,55010,2088,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,26.345785440613028
3.0,BHK,Flat,Kokapet,100000,3175,areaSemi furnished,Yes,Yes,No,No,No,No,No,31.496062992125985
4.0,BHK,Flat,Financial District,250000,4700,areaFully furnished,Yes,Yes,Yes,Yes,No,No,No,53.191489361702125
2.0,BHK,Independent,Kothapet,21000,1050,areaSemi furnished,Yes,No,Yes,No,No,No,No,20.0
3.0,BHK,Flat,Nacharam,22000,1600,areaSemi furnished,Yes,No,Yes,No,No,No,No,13.75
3.0,BHK,Flat,Hitech City,47011,2181,areaSemi furnished,Yes,Yes,No,No,No,No,No,21.55479138010087
3.0,BHK,Flat,Financial District,70000,2950,areaSemi furnished,No,Yes,No,No,No,No,No,23.728813559322035
3.0,BHK,Flat,Narsingi,70000,2525,areaSemi furnished,No,Yes,Yes,Yes,No,No,No,27.722772277227723
2.5,BHK,Flat,Tellapur,48000,1931,areaSemi furnished,No,Yes,No,No,No,No,No,24.857586742620406
4.0,BHK,Flat,Kokapet,350000,7916,areaSemi furnished,No,Yes,No,No,No,No,No,44.21424962102072
4.0,BHK,Duplex,Kothapet,32000,2800,areaSemi furnished,Yes,No,Yes,No,No,No,No,11.428571428571429
3.0,BHK,Flat,Hafeezpet,50000,2500,areaFully furnished,Yes,Yes,No,No,No,No,No,20.0
3.0,BHK,Flat,Miyapur,55000,1610,areaSemi furnished,Yes,No,Yes,No,No,No,No,34.161490683229815
3.0,BHK,Flat,Nizampet,30000,1800,areaUn-furnished,Yes,Yes,No,No,No,No,No,16.666666666666668
4.0,BHK,Flat,Manchirevula,180000,3333,areaFully furnished,Yes,Yes,Yes,Yes,No,No,No,54.005400540054005
3.0,BHK,Flat,LB Nagar,26000,1700,areaSemi furnished,No,No,Yes,No,No,No,No,15.294117647058824
2.0,BHK,Independent,Tarnaka,15000,1050,areaSemi furnished,Yes,No,Yes,No,No,No,No,14.285714285714286
3.0,BHK,Flat,Miyapur,50000,1572,areaSemi furnished,No,Yes,Yes,Yes,No,No,No,31.806615776081426
2.0,BHK,Flat,Nallagandla,50000,1613,areaFully furnished,Yes,Yes,No,No,No,No,No,30.998140111593305
3.0,BHK,Flat,Tarnaka,22000,1550,areaSemi furnished,No,No,Yes,No,No,No,No,14.193548387096774
3.0,BHK,Flat,Khaja Guda,66000,2293,areaSemi furnished,Yes,Yes,No,No,No,No,No,28.783253379851722
3.0,BHK,Flat,Kondapur,75000,2140,areaSemi furnished,No,No,No,No,No,No,No,35.046728971962615
3.0,BHK,Flat,Banjara Hills,75000,3225,areaSemi furnished,Yes,Yes,No,No,No,No,No,23.25581395348837
3.0,BHK,Flat,Nizampet,43000,2338,areaSemi furnished,Yes,Yes,No,No,No,No,No,18.391787852865697
4.0,BHK,Flat,Rai Durg,325000,4070,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,79.85257985257985
3.0,BHK,Flat,Nallagandla,62000,2350,areaFully furnished,Yes,Yes,No,No,No,No,No,26.382978723404257
4.0,BHK,Flat,Manchirevula,150000,4924,areaSemi furnished,Yes,Yes,No,No,No,No,No,30.463038180341186
3.0,BHK,Flat,Kokapet,64000,2381,areaSemi furnished,Yes,Yes,No,No,No,No,No,26.879462410751785
3.0,BHK,Flat,Kokapet,63000,2381,areaSemi furnished,Yes,Yes,No,No,No,No,No,26.459470810583788
3.0,BHK,Flat,Nacharam,25000,1600,areaSemi furnished,No,No,Yes,No,No,No,No,15.625
2.0,BHK,Flat,Tarnaka,25000,1200,areaFully furnished,No,No,Yes,No,No,No,No,20.833333333333332
3.0,BHK,Flat,Kukatpally,85000,2414,areaFully furnished,Yes,Yes,No,No,No,No,No,35.2112676056338
3.0,BHK,Flat,Kondapur,40000,1510,areaUn-furnished,Yes,Yes,No,No,No,No,No,26.490066225165563
3.0,BHK,Flat,LB Nagar,45000,2200,areaSemi furnished,No,No,Yes,Yes,No,Yes,No,20.454545454545453
3.0,BHK,Flat,Banjara Hills,70000,2000,areaSemi furnished,No,No,Yes,Yes,No,Yes,No,35.0
4.0,BHK,Flat,Kondapur,300000,5900,areaSemi furnished,No,No,No,Yes,No,No,No,50.847457627118644
3.0,BHK,Flat,Shilpa Hills,60000,2739,areaFully furnished,Yes,Yes,No,No,No,No,No,21.90580503833516
3.0,BHK,Flat,Mokila,60000,2800,areaFully furnished,Yes,Yes,No,No,No,No,No,21.428571428571427
1.0,BHK,Flat,Uppal,23000,1012,areaSemi furnished,Yes,Yes,No,No,No,No,No,22.727272727272727
2.0,BHK,Flat,Uppal,32000,1200,areaSemi furnished,Yes,Yes,No,No,No,No,No,26.666666666666668
2.0,BHK,Flat,Nacharam,20000,1050,areaSemi furnished,No,No,Yes,No,No,No,No,19.047619047619047
4.0,BHK,Flat,Uppal,50000,1600,areaSemi furnished,Yes,Yes,No,No,No,No,No,31.25
4.0,BHK,Flat,Kokapet,300000,9166,areaSemi furnished,Yes,Yes,No,No,No,No,No,32.7296530656775
3.0,BHK,Flat,Kokapet,62000,1960,areaSemi furnished,Yes,Yes,No,No,No,No,No,31.632653061224488
3.0,BHK,Flat,Narsingi,80000,2144,areaSemi furnished,Yes,Yes,No,No,No,No,No,37.3134328358209
3.0,BHK,Flat,Gopanapalli,50000,2013,areaSemi furnished,Yes,Yes,No,No,No,No,No,24.838549428713364
2.5,BHK,Flat,Nallagandla,64000,1545,areaFully furnished,Yes,Yes,No,No,No,No,No,41.42394822006472
3.0,BHK,Flat,Hitech City,70000,2444,areaSemi furnished,Yes,Yes,No,No,No,No,No,28.641571194762683
3.0,BHK,Flat,Kokapet,60000,2650,areaSemi furnished,Yes,Yes,No,No,No,No,No,22.641509433962263
3.0,BHK,Flat,Nallagandla,57000,1500,areaSemi furnished,Yes,Yes,No,No,No,No,No,38.0
3.0,BHK,Flat,Kondapur,70000,1800,areaSemi furnished,Yes,Yes,No,No,No,No,No,38.888888888888886
3.0,BHK,Flat,Kokapet,63000,1268,areaSemi furnished,Yes,Yes,No,No,No,No,No,49.68454258675079
4.0,BHK,Flat,Kokapet,100000,3650,areaSemi furnished,Yes,Yes,No,No,No,No,No,27.397260273972602
3.0,BHK,Flat,Kokapet,65000,1358,areaFully furnished,Yes,Yes,No,No,No,No,No,47.864506627393226
3.0,BHK,Flat,Kokapet,60000,2050,areaSemi furnished,Yes,Yes,No,No,No,No,No,29.26829268292683
2.0,BHK,Flat,Kothapet,26000,1270,areaSemi furnished,No,No,Yes,Yes,No,No,No,20.47244094488189
3.5,BHK,Flat,Banjara Hills,140000,3500,areaSemi furnished,No,No,No,No,Yes,No,No,40.0
4.0,BHK,Flat,Banjara Hills,311000,3750,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,82.93333333333334
2.0,BHK,Flat,Nacharam,21000,1050,areaSemi furnished,No,No,Yes,No,No,No,No,20.0
2.0,BHK,Flat,Nacharam,21000,1100,areaSemi furnished,No,No,Yes,No,No,No,No,19.09090909090909
4.0,BHK,Flat,Banjara Hills,315000,3750,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,84.0
2.0,BHK,Flat,Nallakunta,12000,650,areaSemi furnished,No,No,Yes,No,No,No,No,18.46153846153846
3.0,BHK,Flat,Nallakunta,23000,1400,areaSemi furnished,No,No,Yes,No,No,No,No,16.428571428571427
2.0,BHK,Flat,Nallakunta,22000,1100,areaSemi furnished,No,No,Yes,No,No,No,No,20.0
2.0,BHK,Flat,Nallakunta,15000,1000,areaSemi furnished,No,No,Yes,No,No,No,No,15.0
3.0,BHK,Flat,Nallakunta,40000,2000,areaFully furnished,No,No,Yes,No,No,No,No,20.0
2.0,BHK,Flat,Nallakunta,18000,1050,areaSemi furnished,No,No,Yes,No,No,No,No,17.142857142857142
2.0,BHK,Flat,Nallakunta,20000,1080,areaSemi furnished,No,No,Yes,No,No,No,No,18.51851851851852
3.0,BHK,Flat,Banjara Hills,100000,3000,areaSemi furnished,No,No,No,No,No,No,No,33.333333333333336
4.0,BHK,Flat,Kukatpally,170000,4100,areaSemi furnished,No,No,Yes,No,No,No,No,41.46341463414634
3.5,BHK,Flat,Banjara Hills,150000,3095,areaSemi furnished,No,No,No,No,No,No,No,48.46526655896607
4.0,BHK,Flat,Banjara Hills,190000,3900,areaFully furnished,No,No,No,No,Yes,No,No,48.717948717948715
2.0,BHK,Flat,Nallakunta,17000,1000,areaSemi furnished,No,No,Yes,No,No,No,No,17.0
3.0,BHK,Flat,Nallakunta,30000,2100,areaSemi furnished,No,No,Yes,No,No,No,No,14.285714285714286
3.0,BHK,Flat,Banjara Hills,45000,1600,areaFully furnished,No,No,Yes,Yes,No,No,No,28.125
3.0,BHK,Flat,Nallakunta,40000,2000,areaSemi furnished,No,No,Yes,No,No,No,No,20.0
1.0,BHK,Flat,Nallakunta,13000,800,areaUn-furnished,No,No,No,Yes,No,No,No,16.25
3.0,BHK,Flat,Nallakunta,32000,1600,areaSemi furnished,No,No,Yes,No,No,No,No,20.0
2.0,BHK,Flat,Nallakunta,16000,1050,areaSemi furnished,No,No,Yes,No,No,Yes,No,15.238095238095237
4.0,BHK,Penthouse,Himayath Nagar,50000,3500,areaSemi furnished,No,No,No,Yes,No,Yes,No,14.285714285714286
6.0,BHK,Flat,Jubilee Hills,500000,10000,areaSemi furnished,No,No,Yes,Yes,No,No,No,50.0
1.0,BHK,Independent,Madhapur,25000,650,areaFully furnished,No,No,Yes,Yes,No,No,No,38.46153846153846
2.0,BHK,Flat,Madhapur,25000,1100,areaSemi furnished,No,No,No,No,Yes,No,No,22.727272727272727
1.0,BHK,Flat,Hitech City,25000,600,areaFully furnished,No,No,No,No,No,No,No,41.666666666666664
1.0,BHK,Flat,Kukatpally,17800,660,areaSemi furnished,No,No,Yes,No,No,No,No,26.96969696969697
2.0,BHK,Flat,Puppalaguda,38000,1120,areaFully furnished,No,No,No,Yes,No,No,No,33.92857142857143
1.0,BHK,Independent,Gachibowli,20000,600,areaSemi furnished,No,No,No,Yes,No,Yes,No,33.333333333333336
2.0,BHK,Flat,Gachibowli,30000,1100,areaFully furnished,No,No,No,Yes,No,No,No,27.272727272727273
3.0,BHK,Independent,Mehdipatnam,22000,1700,areaUn-furnished,No,No,No,No,No,No,No,12.941176470588236
1.0,RK,Flat,Financial District,9000,350,areaUn-furnished,No,No,Yes,Yes,No,Yes,No,25.714285714285715
3.0,BHK,Independent,Himayath Nagar,30500,1800,areaSemi furnished,No,No,Yes,Yes,No,No,No,16.944444444444443
1.0,BHK,Independent,Kukatpally,17000,560,areaSemi furnished,No,No,No,No,No,Yes,No,30.357142857142858
2.0,BHK,Flat,Himayath Nagar,21600,1200,areaSemi furnished,No,No,Yes,Yes,No,No,No,18.0
1.0,BHK,Flat,Financial District,20000,600,areaUn-furnished,No,No,No,Yes,No,No,No,33.333333333333336
2.0,BHK,Flat,Financial District,38000,1138,areaFully furnished,No,No,Yes,Yes,No,No,No,33.391915641476274
1.0,BHK,Independent,Kukatpally,22500,650,areaSemi furnished,No,No,No,No,No,No,No,34.61538461538461
1.0,BHK,Flat,Gachibowli,24000,600,areaFully furnished,No,No,No,Yes,No,Yes,No,40.0
1.0,RK,Independent,Gachibowli,14000,560,areaFully furnished,No,No,No,No,No,No,No,25.0
1.0,BHK,Flat,Kachiguda,11000,1200,areaUn-furnished,No,No,No,No,Yes,Yes,No,9.166666666666666
2.0,BHK,Independent,Nallakunta,18000,600,areaUn-furnished,No,No,No,No,Yes,No,No,30.0
3.0,BHK,Independent,Banjara Hills,65000,1138,areaFully furnished,No,No,Yes,Yes,No,No,No,57.11775043936731
3.0,BHK,Independent,Banjara Hills,55000,650,areaSemi furnished,No,No,Yes,Yes,No,No,No,84.61538461538461
2.0,BHK,Independent,Gachibowli,38000,600,areaFully furnished,No,No,No,No,No,No,No,63.333333333333336
1.0,BHK,Independent,Kukatpally,20000,250,areaSemi furnished,No,No,No,No,No,No,No,80.0
2.0,BHK,Independent,Kukatpally,24000,510,areaSemi furnished,No,No,Yes,No,No,No,No,47.05882352941177
3.0,BHK,Flat,Banjara Hills,64500,1080,areaFully furnished,No,No,Yes,Yes,No,No,No,59.72222222222222
3.0,BHK,Flat,Jubilee Hills,70000,2000,areaFully furnished,No,No,Yes,Yes,No,Yes,No,35.0
3.0,BHK,Flat,Kukatpally,36000,1800,areaSemi furnished,No,No,Yes,No,No,No,No,20.0
2.0,BHK,Independent,Kondapur,37000,1400,areaFully furnished,No,No,Yes,Yes,No,No,No,26.428571428571427
2.0,BHK,Independent,Hitech City,35000,900,areaFully furnished,No,No,Yes,Yes,No,No,No,38.888888888888886
1.0,RK,Independent,Hitech City,13000,1000,areaSemi furnished,No,No,No,Yes,No,No,No,13.0
2.0,BHK,Flat,Kukatpally,27000,2000,areaSemi furnished,No,No,Yes,No,No,Yes,No,13.5
3.0,BHK,Flat,Banjara Hills,100000,2300,areaSemi furnished,No,No,Yes,Yes,No,Yes,No,43.47826086956522
1.0,BHK,Flat,Himayath Nagar,13000,250,areaUn-furnished,No,No,No,No,Yes,No,No,52.0
1.0,BHK,Independent,Himayath Nagar,12500,1600,areaUn-furnished,No,No,No,No,Yes,No,No,7.8125
3.0,BHK,Flat,Banjara Hills,100000,1175,areaFully furnished,No,No,Yes,Yes,No,Yes,No,85.1063829787234
5.0,BHK,Independent,Jubilee Hills,500000,250,areaFully furnished,No,No,Yes,Yes,No,No,No,2000.0
3.0,BHK,Independent,Mehdipatnam,30000,1200,areaSemi furnished,No,No,Yes,No,No,No,No,25.0
1.0,BHK,Flat,Gachibowli,21000,3000,areaFully furnished,No,No,No,Yes,No,Yes,No,7.0
1.0,BHK,Independent,Madhapur,23000,530,areaSemi furnished,No,No,No,Yes,No,No,No,43.39622641509434
3.0,BHK,Independent,Banjara Hills,50000,529,areaSemi furnished,No,No,Yes,Yes,No,No,No,94.5179584120983
1.0,RK,Flat,Madhapur,17000,2200,areaSemi furnished,No,No,No,No,No,Yes,No,7.7272727272727275
3.0,BHK,Flat,Jubilee Hills,90000,1200,areaFully furnished,Yes,No,Yes,Yes,No,Yes,No,75.0
2.0,BHK,Independent,Kondapur,30000,7000,areaSemi furnished,No,No,Yes,Yes,No,Yes,No,4.285714285714286
4.0,BHK,Flat,Mehdipatnam,23000,1500,areaUn-furnished,No,No,Yes,No,No,No,No,15.333333333333334
3.0,BHK,Penthouse,Jubilee Hills,40000,610,areaSemi furnished,No,No,Yes,No,No,No,No,65.57377049180327
3.0,BHK,Flat,Jubilee Hills,90000,2600,areaSemi furnished,No,No,No,Yes,No,No,No,34.61538461538461
3.0,BHK,Flat,Banjara Hills,70000,2200,areaSemi furnished,No,No,Yes,Yes,No,Yes,No,31.818181818181817
3.0,BHK,Flat,Banjara Hills,65000,2400,areaSemi furnished,No,No,No,No,No,No,No,27.083333333333332
3.0,BHK,Flat,Jubilee Hills,110000,3000,areaSemi furnished,No,No,Yes,Yes,No,No,No,36.666666666666664
3.0,BHK,Flat,Banjara Hills,55000,2000,areaSemi furnished,No,No,Yes,Yes,No,No,No,27.5
3.0,BHK,Flat,Banjara Hills,65000,1900,areaSemi furnished,No,No,Yes,No,No,No,No,34.21052631578947
4.0,BHK,Independent,Madhapur,95000,4000,areaSemi furnished,No,No,Yes,No,No,No,Yes,23.75
1.0,RK,Independent,Financial District,20000,250,areaFully furnished,No,No,Yes,Yes,No,Yes,No,80.0
1.0,BHK,Independent,Kukatpally,20000,700,areaSemi furnished,No,No,Yes,Yes,No,Yes,No,28.571428571428573
2.0,BHK,Independent,Kondapur,30000,1120,areaSemi furnished,No,No,Yes,Yes,No,Yes,No,26.785714285714285
1.0,BHK,Independent,Kondapur,18000,600,areaSemi furnished,No,No,Yes,Yes,No,Yes,No,30.0
3.0,BHK,Flat,Masab Tank,60000,2150,areaSemi furnished,No,No,Yes,Yes,No,Yes,No,27.906976744186046
2.0,BHK,Penthouse,Financial District,27900,1200,areaSemi furnished,No,No,Yes,No,No,No,No,23.25
1.0,BHK,Independent,Kukatpally,18000,1000,areaSemi furnished,No,No,Yes,Yes,No,No,No,18.0
1.0,BHK,Independent,Kukatpally,20500,750,areaSemi furnished,No,No,No,Yes,No,No,No,27.333333333333332
3.0,BHK,Flat,Masab Tank,27000,1600,areaSemi furnished,No,No,Yes,No,No,No,No,16.875
3.0,BHK,Flat,Jubilee Hills,125000,2000,areaSemi furnished,No,No,No,Yes,No,No,No,62.5
1.0,RK,Independent,Financial District,9000,150,areaUn-furnished,No,No,No,Yes,No,No,No,60.0
3.5,BHK,Independent,Banjara Hills,100000,3000,areaSemi furnished,No,No,Yes,Yes,No,Yes,No,33.333333333333336
1.0,BHK,Independent,Kukatpally,19500,800,areaSemi furnished,No,No,Yes,Yes,No,No,No,24.375
2.0,BHK,Flat,Banjara Hills,60000,1400,areaFully furnished,No,No,No,No,No,No,No,42.857142857142854
3.0,BHK,Flat,Banjara Hills,70000,2100,areaSemi furnished,No,No,Yes,No,No,No,No,33.333333333333336
2.0,BHK,Flat,Nallakunta,17000,1200,areaSemi furnished,No,No,Yes,Yes,No,Yes,No,14.166666666666666
1.0,BHK,Independent,Gachibowli,17000,610,areaSemi furnished,No,No,Yes,No,No,No,No,27.868852459016395
3.0,BHK,Flat,Banjara Hills,60000,2000,areaSemi furnished,No,Yes,Yes,No,No,No,No,30.0
1.0,RK,Independent,Financial District,14000,350,areaUn-furnished,No,No,No,No,No,No,No,40.0
1.0,BHK,Penthouse,Gachibowli,17000,600,areaSemi furnished,No,No,Yes,Yes,No,Yes,No,28.333333333333332
3.0,BHK,Flat,Jubilee Hills,150000,3200,areaSemi furnished,No,No,Yes,Yes,No,Yes,No,46.875
3.0,BHK,Flat,Jubilee Hills,125000,2200,areaSemi furnished,No,No,Yes,No,No,No,No,56.81818181818182
3.0,BHK,Flat,Banjara Hills,65000,1800,areaFully furnished,No,No,Yes,Yes,No,No,No,36.111111111111114
3.0,BHK,Flat,Jubilee Hills,125000,3200,areaSemi furnished,No,Yes,Yes,No,No,No,No,39.0625
3.0,BHK,Flat,Jubilee Hills,120000,2800,areaSemi furnished,No,No,Yes,Yes,No,No,No,42.857142857142854
1.0,BHK,Penthouse,Kondapur,20000,450,areaSemi furnished,No,No,Yes,Yes,No,No,No,44.44444444444444
3.0,BHK,Flat,Banjara Hills,100000,2500,areaSemi furnished,No,No,Yes,Yes,No,Yes,No,40.0
3.0,BHK,Flat,Jubilee Hills,160000,3000,areaSemi furnished,No,No,Yes,Yes,No,Yes,No,53.333333333333336
3.0,BHK,Flat,Banjara Hills,60000,1800,areaSemi furnished,Yes,Yes,Yes,Yes,No,Yes,No,33.333333333333336
1.0,BHK,Independent,Kukatpally,20000,600,areaSemi furnished,No,No,No,No,No,No,No,33.333333333333336
1.0,BHK,Flat,Nallakunta,7000,700,areaSemi furnished,No,No,No,No,No,No,No,10.0
1.0,BHK,Independent,Kukatpally,17000,600,areaSemi furnished,No,No,Yes,No,No,No,No,28.333333333333332
1.0,BHK,Independent,Kukatpally,21000,750,areaSemi furnished,No,No,Yes,No,No,No,No,28.0
